/vref_c (temperature=0) X,/vref_c (temperature=0) Y,/vref_c (temperature=27) X,/vref_c (temperature=27) Y,/vref_c (temperature=100) X,/vref_c (temperature=100) Y,/vref_p (temperature=0) X,/vref_p (temperature=0) Y,/vref_p (temperature=27) X,/vref_p (temperature=27) Y,/vref_p (temperature=100) X,/vref_p (temperature=100) Y
0.1030000000000001,0.1029218300566636,0.1030000000000001,0.1029626681910625,0.1030000000000001,0.102955111240922,0.1030000000000001,0.003846974655259688,0.1030000000000001,0.007931584248916324,0.1030000000000001,0.03021574412381913
0.1040000000000001,0.103921745234474,0.1040000000000001,0.1039625257976459,0.1040000000000001,0.103954165466769,0.1040000000000001,0.00395060365425626,0.1040000000000001,0.008109246678535666,0.1040000000000001,0.03064643176216461
0.1050000000000001,0.1049216656148517,0.1050000000000001,0.1049623869660405,0.1050000000000001,0.1049531968983591,0.1050000000000001,0.004056639970112622,0.1050000000000001,0.008289912024114676,0.1050000000000001,0.03107914188443929
0.1060000000000001,0.1059215911900624,0.1060000000000001,0.1059622516970395,0.1060000000000001,0.1059522048863192,0.1060000000000001,0.004165117742721277,0.1060000000000001,0.008473595291744334,0.1060000000000001,0.03151384069871396
0.1070000000000001,0.1069215218823154,0.1070000000000001,0.1069621200127837,0.1070000000000001,0.1069511887657765,0.1070000000000001,0.004276070065840652,0.1070000000000001,0.008660309732257626,0.1070000000000001,0.03195049442785908
0.1080000000000001,0.1079214577015623,0.1080000000000001,0.1079619919122857,0.1080000000000001,0.1079501478560379,0.1080000000000001,0.004389528930050213,0.1080000000000001,0.008850066784869366,0.1080000000000001,0.03238906936714877
0.1090000000000001,0.10892139856319,0.1090000000000001,0.1089618674105739,0.1090000000000001,0.1089490814603148,0.1090000000000001,0.004505525141312729,0.1090000000000001,0.009042876064941693,0.1090000000000001,0.03282953194291428
0.1100000000000001,0.1099213444910086,0.1100000000000001,0.1099617465154988,0.1100000000000001,0.1099479888654687,0.1100000000000001,0.004624088276024301,0.1100000000000001,0.009238745339288127,0.1100000000000001,0.03327184877141652
0.1110000000000001,0.1109212954301981,0.1110000000000001,0.1109616292407803,0.1110000000000001,0.1109468693417139,0.1110000000000001,0.004745246581593612,0.1110000000000001,0.009437680488266195,0.1110000000000001,0.03371598671916977
0.1120000000000001,0.1119212513413477,0.1120000000000001,0.1119615155965594,0.1120000000000001,0.1119457221423618,0.1120000000000001,0.004869026959593339,0.1120000000000001,0.009639685549343116,0.1120000000000001,0.03416191296245305
0.1130000000000001,0.1129212122487989,0.1130000000000001,0.1129694134964106,0.1130000000000001,0.112944546503575,0.1130000000000001,0.004995454854765358,0.1130000000000001,0.009844852471092824,0.1130000000000001,0.03460959504825411
0.1140000000000001,0.1139211780649733,0.1140000000000001,0.1139694092193846,0.1140000000000001,0.1139433416440194,0.1140000000000001,0.005124554242713145,0.1140000000000001,0.01005300831004562,0.1140000000000001,0.0350590009538745
0.1150000000000001,0.1149211488003404,0.1150000000000001,0.1149694060955889,0.1150000000000001,0.1149421067646003,0.1150000000000001,0.005256347545268275,0.1150000000000001,0.01026423532539427,0.1150000000000001,0.03551009914737822
0.1160000000000001,0.1159211244186945,0.1160000000000001,0.1159694040968809,0.1160000000000001,0.1159408410482785,0.1160000000000001,0.005390855575893716,0.1160000000000001,0.01047853014877055,0.1160000000000001,0.03596285864697769
0.1170000000000001,0.1169211049049212,0.1170000000000001,0.1169694031839961,0.1170000000000001,0.1169395436595788,0.1170000000000001,0.005528097503814861,0.1170000000000001,0.01069588760011144,0.1170000000000001,0.03641724907977328
0.1180000000000001,0.117921090171997,0.1180000000000001,0.1179694033200887,0.1180000000000001,0.1179382137445121,0.1180000000000001,0.0056680907735637,0.1180000000000001,0.01091630071508164,0.1180000000000001,0.03687324073934889
0.1190000000000001,0.1189210802407253,0.1190000000000001,0.1189694044705275,0.1190000000000001,0.1189368504301766,0.1190000000000001,0.005810851087909285,0.1190000000000001,0.01113976077824687,0.1190000000000001,0.0373308046425644
0.1200000000000001,0.1199210750524719,0.1200000000000001,0.1199694066030114,0.1200000000000001,0.1199354528243713,0.1200000000000001,0.005956392319234516,0.1200000000000001,0.01136625735999302,0.1200000000000001,0.03778991258393968
